,precision,recall,f1-score,support
Adialer.C,1.0,1.0,1.0,25.0
Agent.FYI,1.0,1.0,1.0,27.0
Allaple.A,0.9968652037617555,1.0,0.9984301412872841,636.0
Allaple.L,1.0,1.0,1.0,293.0
Alueron.gen!J,1.0,1.0,1.0,44.0
Autorun.K,1.0,1.0,1.0,18.0
C2LOP.gen!g,0.9069767441860465,0.8863636363636364,0.896551724137931,44.0
C2LOP.P,0.7307692307692307,0.8260869565217391,0.7755102040816326,23.0
Dialplatform.B,1.0,1.0,1.0,37.0
Dontovo.A,1.0,1.0,1.0,35.0
Fakerean,1.0,0.9647058823529412,0.9820359281437125,85.0
Instantaccess,1.0,1.0,1.0,74.0
Lolyda.AA1,1.0,1.0,1.0,39.0
Lolyda.AA2,1.0,1.0,1.0,37.0
Lolyda.AA3,1.0,1.0,1.0,20.0
Lolyda.AT,1.0,1.0,1.0,30.0
Malex.gen!J,1.0,0.9655172413793104,0.9824561403508771,29.0
Obfuscator.AD,1.0,1.0,1.0,28.0
Rbot!gen,1.0,1.0,1.0,37.0
Skintrim.N,1.0,1.0,1.0,7.0
Swizzor.gen!E,0.7142857142857143,0.46875,0.5660377358490566,32.0
Swizzor.gen!I,0.36666666666666664,0.5789473684210527,0.44897959183673464,19.0
VB.AT,1.0,1.0,1.0,81.0
Wintrim.BX,1.0,1.0,1.0,26.0
Yuner.A,1.0,1.0,1.0,142.0
accuracy,0.9796573875802997,0.9796573875802997,0.9796573875802997,0.9796573875802997
macro avg,0.9486225423867765,0.9476148434015471,0.9460000586274891,1868.0
weighted avg,0.9820903362784605,0.9796573875802997,0.9801363394909627,1868.0
